nom;ville
Vacci'Mouv - Centre mobile;Brunstatt-Didenheim
CH LA ROCHELLE (réservé aux professionnels de santé);La Rochelle
Centre Hospitalier Louis Constant Fleming;SAINT MARTIN
Ancienne clinique Saint-Dominique;Flers
Centre de vaccination du Centre Hospitalier de la Basse-Terre;Basse-Terre
Centre de vaccination éphémère de Baie Mahault;Baie-Mahault
Vaccinodrome du vélodrome de Gourdeliane Amédée Detraux;Baie-Mahault
Centre de vaccination éphémère du Moule;Le Moule
Centre de vaccination COVID - CHAMBERY Centre Hospitalier;Chambéry
Centre de Vaccination - CHOLET - Salle des fêtes;Cholet
Centre de Vaccination - LA BAULE - Espace Jean Gaillardon;La Baule-Escoublac
Centre de vaccination - ANCENIS - Salle de la Charbonnière;Ancenis-Saint-Géréon
Centre de Vaccination COVID - CHATEAUBRIANT;Châteaubriant
Plateau de consultations du service de maladies infectieuses - ANGERS -professionnels de santé extérieurs au CHU;Angers
Centre de vaccination Audun le Tiche;Audun-le-Tiche
Centre de vaccination de Sarrebourg;Sarrebourg
Centre de vaccination de Metz - HIA LEGOUEST Maison médicale de garde CPTS Metz;Metz
Centre de vaccination de Thionville - Théâtre municipal;Thionville
Centre de vaccination de Montbronn - Salle des fêtes;Montbronn
MSP de Vivonne;Vivonne
Centre de vaccination de Metz - HIA LEGOUEST - 2;Metz
Centre de vaccination d'Hettange-Grande - Hall omnisport;Hettange-Grande
Centre de vaccination de Courcelles-Chaussy;Courcelles-Chaussy
Centre de vaccination de Freyming Merlebach - Salle Vouters;Freyming-Merlebach
Centre de vaccination de Metz - Palais des sports;Longeville-lès-Metz
Ville de Marseille;Marseille
Centre vaccination Hopital Européen - Consultations médicales NEOLIS;Marseille
Centre de secours de la basse vallée de l’Arc;Coudoux
Centre de vaccination pédiatrique - Centre hospitalier universitaire de Grenoble CHUGA (Ancienne entrée des urgences);La Tronche
Centre de vaccination adulte - Centre hospitalier universitaire de Grenoble CHUGA (Ancienne entrée des urgences);La Tronche
Centre de vaccinations Nationales et Internationales de la ville de Grenoble;Grenoble
Centre de vaccination municipal;Besançon
Centre de vaccination du Centre Hospitalier Universitaire DE CLERMONT-FERRAND, site Gabriel MONTPIED;Clermont-Ferrand
C.H.I.C ALENCON-MAMERS - RDV DU BATIMENT DE CHIRURGIE;Alençon
Centre de vaccination d'Arudy - Maison Espalungue;Arudy
Centre de prévention santé de la Croix-Rouge Française de Cayenne;CAYENNE
 Ecole Le Fuyant;Roanne
Centre de prévention santé de la Croix Rouge Française de Kourou;KOUROU
Carrefour Matoury - Croix Rouge Française;MATOURY
Centre de Vaccination éphémère du SDIS;Melun
Centre de PMI et de planification de Menton;Menton
PEZENAS Centre Hospitalier (Salle Vayrac);Pézenas
Pole Parent Enfant à Palais Royal;Les Abymes
Centre de vaccination de l'Hôpital Nord-Ouest-Villefranche - Hôpital de Gleizé;Gleizé
Centre de vaccination Villeventus;Ville-la-Grand
Hôpital des armées Percy;Clamart
MSP Cargèse;Cargèse
Centre de vaccination - Groupement Hospitalier Portes de Provence - Institut de formation en soins infirmiers (IFSI);Montélimar
Centre de Vaccination Ambulatoire de Fontenay Sous Bois;Fontenay-sous-Bois
Centre de vaccination du Centre Hospitalier du Mont Dore;Mont-Dore
Centre de vaccination - délégation départementale de la Somme;Amiens
Centre de vaccination de Vichy - Immeuble Arlequin;Vichy
centre de vaccination - Salviac;Salviac
Centre de vaccination - MSP de Ligny le Châtel;Ligny-le-Châtel
Centre de vaccination de Serémange-Erzange;Serémange-Erzange
Centre de vaccination de Roquebrune Cap Martin - Salle Polyvalente De Augustinis ;Roquebrune-Cap-Martin
CH BRIVE;Brive-la-Gaillarde
Centre de vaccination - HIA Robert PICQUE;Villenave-d'Ornon
Centre de vaccination mobile Mutualité;Mont-de-Marsan
CHU LIMOGES - SITE DUPUYTREN 1;Limoges
CH ANGOULEME;Saint-Michel
Centre de vaccination Gymnase de l'Espace;Saône
Centre de vaccination du Service Départemental de Vaccinations;Angoulême
Centre de vaccination - Centre de soins non programmés - Ville d'Andrézieux-Bouthéon;Andrézieux-Bouthéon
Grand centre Saint-Etienne  Salle Omnisport;Saint-Étienne
Centre de vaccination temporaire Le Scarabée;Riorges
Centre de vaccination anti-covid - Réservé aux professionnels de Santé CH Laval;Laval
Relai ambulatoire - Station médicale des Vans;Les Vans
Centre de vaccination COVID-19 de Deauville;Deauville
CENTRE DE VACCINATION COVID-19 La Roche sur Foron;La Roche-sur-Foron
CH TULLE;Tulle
CH BAYONNE;Bayonne
Centre Hospitalier des Escartons;Briançon
CPTS SANTE LUB /MSP Les glycines;La Tour-d'Aigues
Fourchambault - salle polyvalente;Fourchambault
Centre de vaccination de Château Chinon;Château-Chinon (Ville)
CPTS de la Riviera Française - Site MSP de Sospel;Sospel
Point Santé de Châteauroux - Vaccination COVID-19;Châteauroux
Centre de vaccination - CHU POITIERS - Site de CHÂTELLERAULT;Châtellerault
POLYCLINIQUE DE POITIERS;Poitiers
CPTS Des Collines/ Mairie de Biot Salle Gilardi;Biot
CPTS des Collines de Valbonne - site MSP Le Rouret - Maison du Terroir;Le Rouret
Centre de vaccination - Maison de santé MIRANDE;Mirande
CH Langogne;Langogne
Espace La Cray - Voujeaucourt;Voujeaucourt
centre de vaccination de la Moyenne et Haute vallée de l'Aude;Limoux
Centre hospitalier Pierre Lôo;La Charité-sur-Loire
MSP EYMOUTIERS;Eymoutiers
SOS MEDECINS;Limoges
Centre de Vaccination - CH Saint-Astier;Saint-Astier
CPTS Nord Essonne-Paray-Morangis;Paray-Vieille-Poste / Morangis
Centre de vaccination COVID-19 Hendaye-Bidassoa;Hendaye
NANTES - Grand Centre La Beaujoire;Nantes
Centre de vaccination Truchtersheim;Truchtersheim
Centre de vaccination Espace Désiré Rousset;Quissac
Lieu de vaccination de Bar-le-Duc centre - Theuriet;Bar-le-Duc
CV Service départemental d'incendie et de secours ;Carcassonne
Centre de vaccination-Vaccibus de Masseube;Masseube
Centre de vaccination de Montlegun;Carcassonne
Centre de PMI et de planification  Nice-Cessole;Nice
Service de santé au travail de lhôpital Clemenceau (Réservé aux professionnels de santé libéraux);La Garde
Couserans - CHAC;Saint-Lizier
Centre de vaccination Foix Estive;Foix
MSP Mercus Tarascon;ARIGNAC
Cabinet médical de Saverdun;Saverdun
MSP multisites de Laroque dOlmes (Pfizer);Lavelanet
MSP DE MASSAT ;Massat
MSP AX LES THERMES (Pfizer);Ax-les-Thermes
CV LE FOSSAT (Pfizer);Le Fossat
MSP PAMIERS (Pfizer);Pamiers
Centre de vaccination du CH de Saint Flour;Saint-Flour
Centre de vaccination de Vandoeuvre - Parc des Sports;VandÅ“uvre-lès-Nancy
Jarville - Espace communal Foch;Jarville-la-Malgrange
Centre de vaccination Reims - Le Cellier;Reims
Centre de vaccination de Cernay-les-Reims - Salle de La Marelle;Cernay-lès-Reims
Essey - Pôle médical Pasteur/Kléber;Essey-lès-Nancy
Laxou - CPN;Laxou
Centre de vaccination de Sermaize les Bains, Maison médicale;Sermaize-les-Bains
MORLAIX - Centre de congrès;Garlan
Maison médicale de Saint Rémy en Bouzemont;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson
Centre de vaccination de Saint Martin sur le Pré - MSP;Saint-Martin-sur-le-Pré
Centre de vaccination Gymnase Boulloche - Lunéville;Lunéville
Briey - Hôpital Maillot;Val de Briey
Centre de vaccination La Plaine des Jeux;Cosnes-et-Romain
CH de Toul;Toul
cabinet médical des 5 hameaux ;Saint Jean du Falga
CV éphémère - Châteaumaillant;Châteaumeillant
MSP Mirepoix ;Mirepoix
Centre éphémère de vaccination - Ville de Basse-Terre;Basse-Terre
Centre éphémère de vaccination - Commune de Vieux Habitants;Vieux-Habitants
CDV31 Clinique Croix du Sud;Quint-Fonsegrives
CDV31 Clinique Occitanie;Muret
CDV31 Clinique Saint Exupéry;Toulouse
Centre vaccination LANGEAC  (Professionnels de santé uniquement);Langeac
CH Condom;Condom
Centre de vaccination COVID - Centre hospitalier de Beaurepaire  (Professionnels de santé uniquement);Beaurepaire
Centre de vaccination COVID - Centre hospitalier de Vienne - (Professionnels de santé uniquement);Vienne
CV éphémère - Levet;Levet
Maison de santé des Quatre Vallées ;Castillon-en-Couserans
CH Châlons en Champgane;Châlons-en-Champagne
EMV Mairie du 18e - Centre COVISAN 18;Paris
EMV - Opérations QPV - DASES;Paris
EMV CPAM ;Bobigny
EHPAD La Madeleine;Bergerac
EHPAD La Madeleine;Bergerac
Cabinet médical à Mazères (Pfizer);Mazères
Centre de Vaccination de Mourmelon Le Grand - Espace culturel Napoléon III;Mourmelon-le-Grand
MA - US FOIX / Maison dArrêt de Foix;Foix
Equipe Mobile de Vaccination CANTAL;Aurillac
Site de vaccination de Bagneux - Salle des fêtes;Bagneux
Centre de vaccination de Dombasle - Salle polyvalente;Dombasle-sur-Meurthe
Centre de vaccination de Longuyon - Salle municipale Pierret;Longuyon
Centre de vaccination de Villerupt - EPAHD Michel Dinet;Villerupt
Espace Montrichard;Pont-à-Mousson
Centre de vaccination de Douzy - MSP;Douzy
MSP relai Avord;Avord
MSP relai Baugy;Baugy
GRAND CENTRE EURE;évreux
centre de vaccination du SDIS - Bressuire;Moncoutant-sur-Sèvre
Grand Centre de Vaccination de PAU 01 - Centre fermé;Pau
Mégacentre de GRAND CHAMBERY;Chambéry
Grand centre de Lyon - Eurexpo (en cours de déclaration);Chassieu
GRAND CENTRE ANGOULEME;Angoulême
Grand centre - Mont de Marsan;Mont-de-Marsan
Grand centre de vaccination de Périgueux - 01 (en cours de création);Périgueux
Palais des Congrès (temporaire);Digne-les-Bains
VACCINATION COVID19 - ARIEGE - OPERATION EXCEPTIONNELLE;Foix
Lycée Brière;Reims
Collège jean Moulin;Saint-Memmie
Collège Pierre Gilles de Gennes;Frignicourt
Collège Terres Rouges;épernay
Centre de vaccination Châlons En Champagne SDIS 51;Châlons-en-Champagne
Centre de vaccination Pole Caraïbes (ABYMES);Les Abymes
Equipe Mobile Vaccination Cantal - SDIS 15;Aurillac
LA BASTIDE DE SEROU Opération éphémère Vaccination;LA BASTIDE DE SEROU
PRAT ET BONREPAUX Opération éphémère Vaccination;Prat et Bonrepaux
SAINT GIRONS _Opération exceptionnelle;Saint-Girons
PAMIERS_Opération exceptionnelle;La Tour-du-Crieu
FOIX_Opération Exceptionnelle;Foix
VAL DE SOS Opération éphémère;VAL DE SOS
FOIX-ESTIVE;Foix
PROXI-VACCIN Saint Girons;Saint Girons
PROXI-VACCIN Le Mas dAzil;Le Mas-dAzil
OPERATION EPHEMERE PHARMACIE DE MILLIANE;Pamiers
Proxi-vaccin à Saint Lizier;Saint-Lizier
MSP DU PLANTAUREL opération éphémère;Saint-Jean-de-Verges
PMI 976;Mamoudzou
Centre de vaccination de Rivière-Salée;Rivière-Salée
Centre culturel Olivier Carol;Foix
Centre de vaccination Marseille Vieux Port ;Marseille
Centre de vaccination de Saint Justin;Saint-Justin
CHU POITIERS - Site de LA MILETRIE;Poitiers
Clinique Pasteur & CPTS ;Bergerac
SDIS 19;Tulle
Relais Ambulatoire de Vaccination d'AMBAZAC;Ambazac
Centre vaccination Covid Pays des Ecrins/ CPTS Grand Briançonnais-Ecrins ;L'Argentière-la-Bessée
